STATE/UT,DISTRICT,YEAR,MURDER,RAPE,K&A,ROBBERY,BURGLARY,THEFT,DD,IMG,sum_of_crime_numbers
ASSAM,DARRANG,2004,69,55,59,31,126,262,7,0,609
ASSAM,DHEMAJI,2004,17,53,53,5,29,125,0,0,282
ASSAM,DHUBRI,2004,53,79,75,11,68,136,9,0,431
ASSAM,DIBRUGARH,2004,125,58,88,14,107,350,4,0,746
ASSAM,G.R.P.,2004,17,2,3,10,8,166,0,0,206
ASSAM,GOALPARA,2004,35,50,53,9,67,100,3,0,317
ASSAM,GOLAGHAT,2004,71,62,91,34,91,310,0,0,659
ASSAM,GUWAHATI CITY,2004,21,88,295,78,534,867,3,0,1886
ASSAM,HAILAKANDI,2004,25,18,32,2,62,47,2,0,188
ASSAM,JORHAT,2004,38,32,34,12,62,150,0,0,328
ASSAM,KAMRUP,2004,15,59,193,54,170,298,3,0,792
ASSAM,KARBI ANGLONG,2004,57,14,20,20,19,102,0,0,232
ASSAM,KARIMGANJ,2004,40,32,36,3,57,101,8,0,277
ASSAM,KOKRAJHAR,2004,63,33,31,13,56,104,2,0,302
ASSAM,LAKHIMPUR,2004,31,56,97,13,2,291,1,0,491
ASSAM,MORIGAON,2004,19,36,43,6,28,81,2,0,215
ASSAM,N.C.HILLS,2004,7,1,9,6,23,42,0,0,88
ASSAM,NAGAON,2004,79,91,139,32,237,433,6,0,1017
ASSAM,NALBARI,2004,37,29,61,19,81,129,3,0,359
ASSAM,R.P.O.,2004,6,5,0,1,2,21,0,0,35
ASSAM,SIBSAGAR,2004,55,49,81,9,67,238,0,0,499
ASSAM,SONITPUR,2004,87,87,108,33,181,392,5,0,893
ASSAM,TINSUKIA,2004,117,45,67,37,86,336,1,0,689
ASSAM,TOTAL,2004,1214,1171,1906,505,2544,5866,74,0,13280
BIHAR,ARARIA,2004,66,34,84,60,42,186,11,0,483
BIHAR,ARWAL,2004,36,2,9,23,6,54,16,0,146
BIHAR,AURANGABAD,2004,77,18,31,46,80,214,40,0,506
BIHAR,BAGAHA,2004,49,23,88,15,24,66,5,0,270
BIHAR,BANKA,2004,71,44,40,26,65,99,25,0,370
BIHAR,BEGUSARAI,2004,107,23,123,83,71,323,15,0,745
BIHAR,BETTIAH,2004,108,128,226,52,55,301,29,0,899
BIHAR,BHABHUA,2004,59,20,47,26,85,146,28,0,411
BIHAR,BHAGALPUR,2004,133,63,95,54,140,393,12,0,890
BIHAR,BHOJPUR,2004,108,9,30,57,100,285,34,0,623
BIHAR,BUXAR,2004,70,13,51,36,88,235,21,1,515
BIHAR,DARBHANGA,2004,55,59,60,53,33,138,33,6,437
BIHAR,GAYA,2004,163,19,70,168,127,461,36,0,1044
BIHAR,GOPALGANJ,2004,77,39,78,67,69,163,38,0,531
BIHAR,JAMALPUR RLY.,2004,10,0,1,4,3,171,3,0,192
BIHAR,JAMUI,2004,79,31,71,26,39,77,11,0,334
BIHAR,JEHANABAD,2004,68,6,38,34,50,130,6,0,332
BIHAR,KATIHAR,2004,71,79,71,27,55,159,19,0,481
BIHAR,KATIHAR RLY.,2004,10,2,5,20,5,224,0,0,266
BIHAR,KHAGARIA,2004,50,18,43,36,16,117,9,0,289
BIHAR,KISHANGANJ,2004,26,32,80,12,32,122,4,0,308
BIHAR,LAKHISARAI,2004,63,13,50,38,35,62,10,0,271
BIHAR,MADHEPURA,2004,58,11,23,41,35,58,7,0,233
BIHAR,MADHUBANI,2004,60,61,69,43,67,224,34,0,558
BIHAR,MOTIHARI,2004,120,29,129,79,127,378,45,0,907
BIHAR,MUNGER,2004,64,11,43,29,44,163,20,0,374
BIHAR,MUZAFFARPUR,2004,180,166,300,146,202,779,72,0,1845
BIHAR,MUZAFFARPUR RLY.,2004,20,2,10,18,6,395,0,0,451
BIHAR,NALANDA,2004,220,43,144,65,72,388,68,3,1003
BIHAR,NAUGACHIA,2004,50,7,27,36,15,66,8,0,209
BIHAR,NAWADAH,2004,78,37,67,40,38,79,16,0,355
BIHAR,PATNA,2004,542,46,270,751,584,1568,44,0,3805
BIHAR,PATNA RLY.,2004,21,2,5,30,1,744,1,0,804
BIHAR,PURNEA,2004,128,62,76,144,82,242,11,2,747
BIHAR,ROHTAS,2004,130,12,44,53,107,265,35,0,646
BIHAR,SAHARSA,2004,48,21,47,45,35,122,11,0,329
BIHAR,SAMASTIPUR,2004,118,28,123,58,102,292,44,21,786
BIHAR,SARAN,2004,160,17,159,112,133,258,38,2,879
BIHAR,SHEIKHPURA,2004,44,3,20,8,11,53,6,0,145
BIHAR,SHEOHAR,2004,9,13,8,13,11,19,5,0,78
BIHAR,SITAMARHI,2004,80,70,112,34,82,230,21,0,629
BIHAR,SIWAN,2004,125,7,104,146,77,165,33,0,657
BIHAR,SUPAUL,2004,38,25,25,60,40,114,7,0,309
BIHAR,VAISHALI,2004,99,42,217,72,84,385,98,0,997
BIHAR,TOTAL,2004,3948,1390,3413,2986,3175,11113,1029,35,27089
CHHATTISGARH,BALRAMPUR,2004,33,27,6,17,27,28,0,0,138
CHHATTISGARH,BILASPUR,2004,83,61,21,36,585,704,9,0,1499
CHHATTISGARH,BIZAPUR,2004,24,3,1,3,10,9,1,0,51
CHHATTISGARH,DANTEWARA,2004,70,11,8,0,45,70,1,0,205
CHHATTISGARH,DHAMTARI,2004,18,37,5,3,113,76,0,0,252
CHHATTISGARH,DURG,2004,55,124,41,50,576,813,10,0,1669
CHHATTISGARH,GRP RAIPUR,2004,2,2,2,5,8,223,0,0,242
CHHATTISGARH,JAGDALPUR,2004,63,82,20,16,196,178,0,0,555
CHHATTISGARH,JANJGIR,2004,55,30,8,26,213,268,7,0,607
CHHATTISGARH,JASHPUR,2004,46,56,4,19,72,70,1,0,268
CHHATTISGARH,KABIRDHAM,2004,13,22,7,1,74,115,5,0,237
CHHATTISGARH,KANKER,2004,48,22,12,14,57,69,0,0,222
CHHATTISGARH,KORBA,2004,46,34,6,13,194,308,5,0,606
CHHATTISGARH,KORIYA,2004,33,50,4,16,159,137,2,0,401
CHHATTISGARH,MAHASAMUND,2004,22,35,3,10,121,164,6,0,361
CHHATTISGARH,NARAYANPUR,2004,21,1,1,0,9,18,0,0,50
CHHATTISGARH,RAIGARH,2004,55,45,17,36,203,321,7,0,684
CHHATTISGARH,RAIPUR,2004,84,143,31,42,559,927,10,0,1796
CHHATTISGARH,RAJNANDGAON,2004,45,61,4,12,192,210,5,0,529
CHHATTISGARH,SARGUJA,2004,111,123,13,44,307,306,2,0,906
CHHATTISGARH,TOTAL,2004,927,969,214,363,3720,5014,71,0,11278
GOA,NORTH GOA,2004,23,13,3,11,147,298,2,0,497
GOA,SOUTH GOA,2004,17,24,10,7,114,205,0,0,377
GOA,TOTAL,2004,40,37,13,18,261,503,2,0,874
GUJARAT,AHMEDABAD COMMR.,2004,92,40,215,271,931,5711,10,0,7270
GUJARAT,AHMEDABAD RURAL,2004,26,12,32,28,96,252,1,0,447
GUJARAT,AHWA-DANG,2004,4,2,0,1,3,5,0,0,15
GUJARAT,AMRELI,2004,28,5,26,11,118,158,1,0,347
GUJARAT,ANAND,2004,21,12,41,16,148,361,0,0,599
GUJARAT,BHARUCH,2004,38,14,21,14,144,370,0,0,601
GUJARAT,BHAVNAGAR,2004,53,22,71,87,319,718,0,0,1270
GUJARAT,DAHOD,2004,44,9,28,56,115,144,0,0,396
GUJARAT,GANDHINAGAR,2004,25,8,15,31,134,416,2,0,631
GUJARAT,HIMATNAGAR,2004,35,10,47,25,200,194,0,0,511
GUJARAT,JAMNAGAR,2004,42,8,32,24,176,372,0,0,654
GUJARAT,JUNAGADH,2004,40,9,57,44,259,476,13,0,898
GUJARAT,KHEDA NORTH,2004,53,8,24,23,124,394,0,0,626
GUJARAT,KUTCH,2004,28,13,37,31,294,360,1,0,764
GUJARAT,MEHSANA,2004,40,4,54,47,231,621,2,0,999
GUJARAT,NARMADA,2004,15,6,8,6,20,29,0,0,84
GUJARAT,NAVSARI,2004,26,5,7,8,77,147,1,0,271
GUJARAT,PALANPUR,2004,38,21,37,26,199,328,0,0,649
GUJARAT,PANCHMAHAL,2004,51,7,28,22,156,368,0,0,632
GUJARAT,PATAN,2004,19,6,29,9,79,233,0,0,375
GUJARAT,PORBANDAR,2004,11,1,7,7,45,74,0,0,145
GUJARAT,RAJKOT COMMR.,2004,37,9,39,24,332,1216,4,0,1661
GUJARAT,RAJKOT RURAL,2004,36,17,41,24,256,326,3,0,703
GUJARAT,SURAT COMMR.,2004,74,24,72,61,317,1543,17,0,2108
GUJARAT,SURAT RURAL,2004,47,14,13,24,78,154,3,0,333
GUJARAT,SURENDRANAGAR,2004,28,13,27,13,143,266,0,0,490
GUJARAT,VADODARA COMMR.,2004,28,6,44,40,488,1414,0,0,2020
GUJARAT,VADODARA RURAL,2004,85,22,56,20,101,296,0,0,580
GUJARAT,VALSAD,2004,36,9,22,34,229,346,0,0,676
GUJARAT,W.RLY,2004,13,3,3,109,16,1259,0,0,1403
GUJARAT,TOTAL,2004,1113,339,1133,1136,5828,18551,58,0,28158
HARYANA,AMBALA,2004,28,10,22,7,208,243,11,0,529
HARYANA,BHIWANI,2004,51,28,19,14,209,301,28,0,650
HARYANA,FARIDABAD,2004,67,42,66,23,227,815,28,0,1268
HARYANA,FATEHABAD,2004,29,9,17,2,76,111,6,0,250
HARYANA,GRP,2004,27,2,3,3,2,180,7,0,224
HARYANA,GURGAON,2004,66,36,55,33,283,1045,21,0,1539
HARYANA,HISSAR,2004,49,16,43,20,186,430,12,0,756
HARYANA,JHAJJAR,2004,42,11,11,13,87,160,14,0,338
HARYANA,JIND,2004,28,7,9,3,60,147,14,0,268
HARYANA,KAITHAL,2004,25,18,13,9,84,200,9,0,358
HARYANA,KARNAL,2004,40,31,15,19,159,386,15,0,665
HARYANA,KURUKSHETRA,2004,26,21,11,13,208,411,15,0,705
HARYANA,MAHENDRAGARH,2004,16,20,13,4,66,111,8,0,238
HARYANA,PANCHKULA,2004,7,6,6,2,82,207,4,0,314
HARYANA,PANIPAT,2004,37,38,19,13,131,433,4,0,675
HARYANA,REWARI,2004,17,16,24,10,89,223,8,0,387
HARYANA,ROHTAK,2004,65,29,19,14,206,367,15,0,715
HARYANA,SIRSA,2004,25,17,16,11,159,246,9,0,483
HARYANA,SONIPAT,2004,67,13,25,20,159,377,16,0,677
HARYANA,YAMUNANAGAR,2004,21,16,17,11,105,165,7,0,342
HARYANA,TOTAL,2004,733,386,423,244,2786,6558,251,0,11381
HIMACHAL PRADESH,BILASPUR,2004,9,10,8,4,41,55,0,0,127
HIMACHAL PRADESH,CHAMBA,2004,8,14,22,0,134,27,1,0,206
HIMACHAL PRADESH,G.R.P.,2004,0,0,0,0,0,2,0,0,2
HIMACHAL PRADESH,HAMIRPUR,2004,9,5,10,0,37,42,0,0,103
HIMACHAL PRADESH,KANGRA,2004,18,15,15,1,97,81,2,0,229
HIMACHAL PRADESH,KINNAUR,2004,3,8,3,0,38,10,0,0,62
HIMACHAL PRADESH,KULLU,2004,9,13,13,7,50,40,1,0,133
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0,0,0,1,1,0,0,4
HIMACHAL PRADESH,MANDI,2004,19,15,7,2,97,63,1,0,204
HIMACHAL PRADESH,SHIMLA,2004,10,34,16,5,139,154,1,0,359
HIMACHAL PRADESH,SIRMAUR,2004,9,9,13,3,36,27,1,0,98
HIMACHAL PRADESH,SOLAN,2004,4,20,9,2,49,89,0,0,173
HIMACHAL PRADESH,UNA,2004,10,10,7,1,47,52,1,0,128
HIMACHAL PRADESH,TOTAL,2004,110,153,123,25,766,643,8,0,1828
JAMMU & KASHMIR,ANANTNAG,2004,70,17,60,30,151,92,0,0,420
JAMMU & KASHMIR,AWANTIPORA,2004,18,8,12,1,32,37,0,0,108
JAMMU & KASHMIR,BARAMULLA,2004,86,15,87,6,139,197,1,0,531
JAMMU & KASHMIR,BORDER,2004,7,4,11,0,14,19,0,0,55
JAMMU & KASHMIR,BUDGAM,2004,60,6,61,7,61,147,0,0,342
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2004,83,4,20,3,33,28,0,0,171
JAMMU & KASHMIR,GANDERBAL,2004,15,12,34,1,56,63,0,0,181
JAMMU & KASHMIR,HANDWARA,2004,25,7,34,3,30,32,0,0,131
JAMMU & KASHMIR,JAMMU,2004,28,19,54,6,267,383,5,0,762
JAMMU & KASHMIR,KARGIL,2004,1,1,1,0,6,1,0,0,10
JAMMU & KASHMIR,KATHUA,2004,17,10,24,2,65,30,0,0,148
JAMMU & KASHMIR,KULGAM,2004,48,11,42,5,45,26,0,0,177
JAMMU & KASHMIR,KUPWARA,2004,31,20,46,0,44,62,0,0,203
JAMMU & KASHMIR,LEH,2004,2,3,4,0,15,4,0,0,28
JAMMU & KASHMIR,POONCH,2004,80,11,18,0,9,41,0,0,159
JAMMU & KASHMIR,PULWAMA,2004,54,0,47,17,51,104,1,0,274
JAMMU & KASHMIR,RAILWAYS,2004,1,1,0,0,0,9,0,0,11
JAMMU & KASHMIR,RAJOURI,2004,54,22,34,0,47,96,2,0,255
JAMMU & KASHMIR,RAMBAN,2004,48,7,12,0,27,36,0,0,130
JAMMU & KASHMIR,REASI,2004,34,5,11,0,16,12,0,0,78
JAMMU & KASHMIR,SRINAGAR,2004,45,24,115,48,223,430,0,0,885
JAMMU & KASHMIR,UDHAMPUR,2004,9,11,8,0,89,90,0,0,207
JAMMU & KASHMIR,TOTAL,2004,816,218,735,129,1420,1939,9,0,5266
JHARKHAND,BOKARO,2004,58,48,40,64,132,445,29,0,816
JHARKHAND,CHAIBASA,2004,134,37,19,14,34,98,0,0,336
JHARKHAND,CHATRA,2004,31,18,4,19,19,83,15,0,189
JHARKHAND,DEOGHAR,2004,36,37,5,25,53,98,16,0,270
JHARKHAND,DHANBAD,2004,88,38,72,64,149,493,36,0,940
JHARKHAND,DHANBAD RLY.,2004,5,2,2,32,8,240,0,0,289
JHARKHAND,DUMKA,2004,67,50,15,13,54,88,8,0,295
JHARKHAND,GARHWA,2004,39,32,9,20,29,68,14,2,213
JHARKHAND,GIRIDIH,2004,72,39,23,42,91,128,52,0,447
JHARKHAND,GODDA,2004,31,86,21,10,46,128,4,0,326
JHARKHAND,GUMLA,2004,108,31,9,41,37,58,1,0,285
JHARKHAND,HAZARIBAGH,2004,86,71,33,66,103,537,31,0,927
JHARKHAND,JAMSHEDPUR,2004,81,76,50,29,156,539,12,0,943
JHARKHAND,JAMSHEDPUR RLY.,2004,2,1,1,6,6,114,0,0,130
JHARKHAND,JAMTARA,2004,18,25,13,6,30,69,3,0,164
JHARKHAND,KODERMA,2004,30,6,13,24,13,50,7,0,143
JHARKHAND,LATEHAR,2004,43,12,8,13,12,33,3,0,124
JHARKHAND,LOHARDAGGA,2004,44,14,2,22,16,29,0,0,127
JHARKHAND,PAKUR,2004,37,37,6,13,16,32,2,0,143
JHARKHAND,PALAMU,2004,69,14,16,40,111,99,24,34,407
JHARKHAND,RANCHI,2004,270,55,67,181,222,729,9,0,1533
JHARKHAND,SAHEBGANJ,2004,45,26,22,17,21,98,5,0,234
JHARKHAND,SARAIKELA,2004,51,26,16,7,45,115,3,0,263
JHARKHAND,SIMDEGA,2004,43,16,2,12,16,3,1,0,93
JHARKHAND,TOTAL,2004,1488,797,468,780,1419,4374,275,36,9637
KARNATAKA,BAGALKOT,2004,38,3,24,11,89,134,2,0,301
KARNATAKA,BANGALORE COMMR.,2004,214,32,175,455,1874,8241,44,0,11035
KARNATAKA,BANGALORE RURAL,2004,152,29,42,42,539,1038,31,0,1873
KARNATAKA,BELGAUM,2004,106,5,26,30,188,291,6,0,652
KARNATAKA,BELLARY,2004,42,5,17,13,118,295,5,0,495
KARNATAKA,BIDAR,2004,40,8,25,20,155,246,8,0,502
KARNATAKA,BIJAPUR,2004,66,8,21,16,123,121,2,0,357
KARNATAKA,CHAMARAJNAGAR,2004,23,7,9,6,99,151,4,0,299
KARNATAKA,CHICKMAGALUR,2004,29,7,13,14,141,237,5,0,446
KARNATAKA,CHITRADURGA,2004,32,16,7,10,119,252,6,0,442
KARNATAKA,DAKSHIN KANNADA,2004,24,12,13,50,218,259,1,0,577
KARNATAKA,DAVANAGERE,2004,38,8,10,19,143,273,11,0,502
KARNATAKA,DHARWAD COMMR.,2004,17,1,10,8,101,251,3,0,391
KARNATAKA,DHARWAD RURAL,2004,26,3,3,0,26,80,2,0,140
KARNATAKA,GADAG,2004,16,1,5,4,54,65,2,0,147
KARNATAKA,GULBARGA,2004,102,23,40,27,203,251,7,0,653
KARNATAKA,HASSAN,2004,61,16,19,49,241,413,9,0,808
KARNATAKA,HAVERI,2004,25,9,7,4,66,115,2,0,228
KARNATAKA,K.G.F.,2004,16,2,8,7,58,94,7,0,192
KARNATAKA,KODAGU,2004,21,8,3,9,140,111,2,0,294
KARNATAKA,KOLAR,2004,59,16,28,23,149,365,28,0,668
KARNATAKA,KOPPAL,2004,25,8,4,4,66,54,6,0,167
KARNATAKA,MANDYA,2004,58,15,8,17,169,302,19,0,588
KARNATAKA,MYSORE COMMR.,2004,29,4,7,63,136,485,4,0,728
KARNATAKA,MYSORE RURAL,2004,44,11,11,12,156,233,14,0,481
KARNATAKA,RAICHUR,2004,43,6,11,13,91,110,5,0,279
KARNATAKA,RAILWAYS,2004,20,0,4,6,5,643,0,0,678
KARNATAKA,SHIMOGA,2004,48,11,22,31,148,330,5,0,595
KARNATAKA,TUMKUR,2004,65,15,8,31,285,477,16,0,897
KARNATAKA,UDUPI,2004,16,0,8,11,111,103,0,0,249
KARNATAKA,UTTAR KANNADA,2004,24,2,4,19,82,73,3,0,207
KARNATAKA,TOTAL,2004,1519,291,592,1024,6093,16093,259,0,25871
KERALA,ALAPUZHA,2004,18,12,11,31,191,173,0,0,436
KERALA,CBCID,2004,22,0,0,1,14,19,0,0,56
KERALA,ERNAKULAM COMMR.,2004,13,7,18,56,307,486,1,0,888
KERALA,ERNAKULAM RURAL,2004,31,21,10,28,232,332,5,0,659
KERALA,IDUKKI,2004,34,15,10,20,153,195,0,0,427
KERALA,KANNUR,2004,23,33,4,14,205,175,0,0,454
KERALA,KASARGOD,2004,14,29,4,14,187,165,1,0,414
KERALA,KOLLAM,2004,46,55,20,58,365,330,3,0,877
KERALA,KOTTAYAM,2004,18,28,13,36,345,319,1,0,760
KERALA,KOZHIKODE COMMR.,2004,8,13,15,26,307,361,3,0,733
KERALA,KOZHIKODE RURAL,2004,9,30,10,15,216,201,5,0,486
KERALA,MALAPPURAM,2004,23,57,10,29,361,341,0,0,821
KERALA,PALAKKAD,2004,34,36,13,33,276,292,1,0,685
KERALA,PATHANAMTHITTA,2004,18,18,19,28,166,161,1,0,411
KERALA,RAILWAYS,2004,3,0,1,4,3,120,0,0,131
KERALA,THRISSUR,2004,41,41,22,66,387,547,2,0,1106
KERALA,TRIVANDRUM COMMR.,2004,15,18,21,94,349,487,0,0,984
KERALA,TRIVANDRUM RURAL,2004,36,42,28,70,398,367,5,0,946
KERALA,WAYANADU,2004,11,25,3,16,118,169,3,0,345
KERALA,TOTAL,2004,417,480,232,639,4580,5240,31,0,11619
MADHYA PRADESH,ANUPPUR,2004,24,28,4,10,106,131,4,0,307
MADHYA PRADESH,ASHOK NAGAR,2004,22,35,3,11,109,152,4,0,336
MADHYA PRADESH,BALAGHAT,2004,74,86,10,20,166,204,13,0,573
MADHYA PRADESH,BARWANI,2004,29,30,1,4,101,209,4,0,378
MADHYA PRADESH,BETUL,2004,59,110,17,9,149,179,18,0,541
MADHYA PRADESH,BHIND,2004,57,29,33,43,197,273,35,0,667
MADHYA PRADESH,BHOPAL,2004,71,84,43,106,950,2110,29,0,3393
MADHYA PRADESH,BHOPAL RLY.,2004,6,1,1,24,10,1295,0,0,1337
MADHYA PRADESH,BURHANPUR,2004,22,18,2,3,66,133,3,0,247
MADHYA PRADESH,CHHATARPUR,2004,56,62,19,36,244,206,17,0,640
MADHYA PRADESH,CHHINDWARA,2004,66,132,15,15,195,278,8,0,709
MADHYA PRADESH,DAMOH,2004,49,54,9,24,151,164,23,0,474
MADHYA PRADESH,DATIYA,2004,60,25,18,29,107,156,6,0,401
MADHYA PRADESH,DEWAS,2004,48,82,30,70,315,853,16,0,1414
MADHYA PRADESH,DHAR,2004,100,109,30,38,249,535,48,0,1109
MADHYA PRADESH,DINDORI,2004,14,34,3,4,46,38,1,0,140
MADHYA PRADESH,GUNA,2004,45,78,6,21,238,271,10,0,669
MADHYA PRADESH,GWALIOR,2004,86,58,52,109,882,1350,31,0,2568
MADHYA PRADESH,HARDA,2004,15,31,3,15,83,95,5,0,247
MADHYA PRADESH,HOSHANGABAD,2004,50,51,20,29,264,371,8,0,793
MADHYA PRADESH,INDORE,2004,107,97,47,121,838,2610,35,0,3855
MADHYA PRADESH,INDORE RLY.,2004,3,1,0,5,3,149,0,0,161
MADHYA PRADESH,JABALPUR,2004,84,102,39,79,596,1048,42,0,1990
MADHYA PRADESH,JABALPUR RLY.,2004,4,7,0,15,4,289,0,0,319
MADHYA PRADESH,JHABUA,2004,139,22,43,12,89,183,1,0,489
MADHYA PRADESH,KATNI,2004,33,30,4,14,172,186,19,0,458
MADHYA PRADESH,KHANDWA,2004,36,57,14,26,281,290,12,0,716
MADHYA PRADESH,KHARGON,2004,32,63,18,22,263,755,12,0,1165
MADHYA PRADESH,MANDLA,2004,22,44,4,10,85,65,6,0,236
MADHYA PRADESH,MANDSAUR,2004,27,40,17,35,199,503,8,0,829
MADHYA PRADESH,MORENA,2004,66,55,15,42,208,375,33,0,794
MADHYA PRADESH,NARSINGHPUR,2004,33,42,4,6,110,136,18,0,349
MADHYA PRADESH,NEEMUCH,2004,18,23,6,15,201,319,4,0,586
MADHYA PRADESH,PANNA,2004,41,34,10,13,110,84,15,0,307
MADHYA PRADESH,RAISEN,2004,44,67,11,12,115,208,15,0,472
MADHYA PRADESH,RAJGARH,2004,30,98,19,41,281,458,4,0,931
MADHYA PRADESH,RATLAM,2004,42,71,19,11,148,392,5,0,688
MADHYA PRADESH,REWA,2004,65,52,36,74,707,486,39,0,1459
MADHYA PRADESH,SAGAR,2004,69,141,30,40,348,449,40,0,1117
MADHYA PRADESH,SATNA,2004,60,64,17,43,421,407,33,0,1045
MADHYA PRADESH,SEONI,2004,21,74,10,8,126,111,17,0,367
MADHYA PRADESH,SHAHDOL,2004,36,47,10,19,230,227,8,0,577
MADHYA PRADESH,SHAJAPUR,2004,40,74,15,63,277,639,15,0,1123
MADHYA PRADESH,SHEOPUR,2004,12,21,5,4,53,90,3,0,188
MADHYA PRADESH,SHIVPURI,2004,78,61,28,32,196,304,7,0,706
MADHYA PRADESH,SIDHI,2004,61,51,27,29,358,263,17,0,806
MADHYA PRADESH,SIHORE,2004,31,62,5,11,129,384,6,0,628
MADHYA PRADESH,TIKAMGARH,2004,59,43,11,22,189,214,24,0,562
MADHYA PRADESH,UJJAIN,2004,62,65,36,58,617,1592,13,0,2443
MADHYA PRADESH,UMARIYA,2004,23,30,2,10,115,95,6,0,281
MADHYA PRADESH,VIDISHA,2004,48,100,11,14,211,272,11,0,667
MADHYA PRADESH,TOTAL,2004,2379,2875,832,1526,12308,22586,751,0,43257
MAHARASHTRA,AHMEDNAGAR,2004,98,41,25,108,309,969,0,0,1550
MAHARASHTRA,AKOLA,2004,55,38,23,57,314,957,6,0,1450
MAHARASHTRA,AMRAVATI COMMR.,2004,19,17,21,45,242,838,1,0,1183
MAHARASHTRA,AMRAVATI RURAL,2004,60,56,20,21,305,888,9,0,1359
MAHARASHTRA,AURANGABAD COMMR.,2004,31,12,15,36,194,603,5,0,896
MAHARASHTRA,AURANGABAD RURAL,2004,41,10,11,44,123,330,20,0,579
MAHARASHTRA,BEED,2004,57,24,19,59,294,727,4,0,1184
MAHARASHTRA,BHANDARA,2004,22,36,16,12,206,492,1,0,785
MAHARASHTRA,BULDHANA,2004,48,39,20,38,183,745,18,0,1091
MAHARASHTRA,CHANDRAPUR,2004,59,31,18,24,326,673,3,0,1134
MAHARASHTRA,DHULE,2004,32,11,3,8,98,266,1,0,419
MAHARASHTRA,GADCHIROLI,2004,47,31,8,11,126,152,3,0,378
MAHARASHTRA,GONDIA,2004,27,30,21,23,179,317,2,0,599
MAHARASHTRA,HINGOLI,2004,35,13,15,34,113,202,1,0,413
MAHARASHTRA,JALGAON,2004,83,36,12,40,218,652,6,0,1047
MAHARASHTRA,JALNA,2004,53,10,10,39,199,338,24,0,673
MAHARASHTRA,KOLHAPUR,2004,54,15,20,28,215,621,29,0,982
MAHARASHTRA,LATUR,2004,61,22,19,31,224,366,39,0,762
MAHARASHTRA,MUMBAI,2004,253,187,178,302,2978,11510,13,0,15421
MAHARASHTRA,MUMBAI RLY.,2004,7,1,2,29,5,1772,0,0,1816
MAHARASHTRA,NAGPUR COMMR.,2004,112,41,49,178,1107,2447,9,0,3943
MAHARASHTRA,NAGPUR RLY.,2004,5,2,2,13,1,1024,0,0,1047
MAHARASHTRA,NAGPUR RURAL,2004,71,48,27,49,321,1075,8,0,1599
MAHARASHTRA,NANDED,2004,91,31,23,68,395,619,16,0,1243
MAHARASHTRA,NANDURBAR,2004,35,20,9,5,78,197,1,0,345
MAHARASHTRA,NASIK COMMR.,2004,19,15,17,17,350,808,4,0,1230
MAHARASHTRA,NASIK RURAL,2004,97,33,24,29,240,462,11,0,896
MAHARASHTRA,NAVI MUMBAI,2004,61,17,19,99,323,1086,2,0,1607
MAHARASHTRA,OSMANABAD,2004,46,26,12,22,168,331,1,0,606
MAHARASHTRA,PARBHANI,2004,42,13,12,51,171,292,4,0,585
MAHARASHTRA,PUNE COMMR.,2004,100,63,70,130,843,3905,0,0,5111
MAHARASHTRA,PUNE RLY.,2004,4,0,0,4,0,132,0,0,140
MAHARASHTRA,PUNE RURAL,2004,132,31,26,70,360,854,10,0,1483
MAHARASHTRA,RAIGAD,2004,61,19,13,19,148,253,2,0,515
MAHARASHTRA,RATNAGIRI,2004,16,23,6,12,154,196,1,0,408
MAHARASHTRA,SANGLI,2004,69,30,14,21,240,566,3,0,943
MAHARASHTRA,SATARA,2004,59,22,20,36,242,589,7,0,975
MAHARASHTRA,SINDHUDURG,2004,10,5,5,11,74,105,0,0,210
MAHARASHTRA,SOLAPUR COMMR.,2004,20,19,10,39,207,360,2,0,657
MAHARASHTRA,SOLAPUR RURAL,2004,96,41,18,34,166,435,10,0,800
MAHARASHTRA,THANE COMMR.,2004,115,57,67,159,1089,2114,7,0,3608
MAHARASHTRA,THANE RURAL,2004,144,60,42,83,494,623,10,0,1456
MAHARASHTRA,WARDHA,2004,42,31,25,41,241,619,5,0,1004
MAHARASHTRA,WASHIM,2004,28,19,17,17,121,418,5,0,625
MAHARASHTRA,YAVATMAL,2004,79,62,42,33,275,1024,11,0,1526
MAHARASHTRA,TOTAL,2004,2696,1388,1045,2229,14659,43952,314,0,66283
MANIPUR,BISHNUPUR,2004,19,3,14,0,5,26,0,0,67
MANIPUR,CHANDEL,2004,6,1,1,0,5,4,0,0,17
MANIPUR,CHURACHANDPUR,2004,26,0,7,0,3,8,0,0,44
MANIPUR,IMPHAL(EAST),2004,24,7,23,1,7,27,0,0,89
MANIPUR,IMPHAL(WEST),2004,28,9,38,1,40,142,0,0,258
MANIPUR,SENAPATI,2004,7,0,7,1,1,8,0,0,24
MANIPUR,TAMENGLONG,2004,1,0,5,0,0,7,0,0,13
MANIPUR,THOUBAL,2004,38,11,32,0,3,14,0,0,98
MANIPUR,UKHRUL,2004,10,0,1,0,2,8,0,0,21
MANIPUR,TOTAL,2004,159,31,128,3,66,244,0,0,631
